b,PPn,RRn,TTn,PR,RT,PT,TPn
285,806.5,817,817,155,250,405,1211.5
286,888.5,811,811,116.25,250,360.75,1216
287,806,806,795,172.125,252.5,421.875,1174.25
288,853,800,816,147.062,255,388.938,1215.125
289,900,794,773,122,258,412.469,1256
290,736,789,816,175,261,436,1172
291,795,795,784,175,250,425,1220
292,791,788,788,172,250,422,1213
293,789,789,795,172,256,428,1217
294,739,806,783,161,255.5,472,1211
295,878,789,811,150,255,405,1283
296,794,789,789,145,255,400,1194
297,786.5,789,784,147.5,250,397.5,1184
298,780.5,794,805,161,261,422,1202.5
299,794,778,772,145,255,400,1194
300,770,778,845,153,236,475,1245
301,765.5,769.5,825.5,153,249,370,1210.5
302,761,761,806,153,262,415,1176
303,759,753,738,144,250,394,1153
304,739,746,750,150,255,405,1144
305,747,737,744.5,211,250,461,1139
306,755,740.5,739,184,261,445,1200
307,778,734.25,736.5,150,244,394,1172
308,744.5,722.625,726.25,214,250,463.5,1208
309,733.25,722.312,724.625,246,255,498.75,1244
310,800.125,714.156,712.312,181.5,256,432.875,1256
311,867,712.578,711.656,117,250,408.438,1234
312,783.5,711.789,711.328,134,250,384,1164.5
313,741.75,705.895,708.164,145,250,395,1132.25
314,687.875,705.447,707.082,145,255,400,1119.125
315,743.938,708.724,709.041,216,256,472,1151.062
316,800,712.362,715.521,128,255,383,1183
317,747,720.181,721.76,144,261,405,1158
318,754,724.09,727.38,178,261,439,1165
319,761,1103.545,1100.19,145,266,411,1172
320,755.5,924.273,925.095,144,256,400,1161
321,750,839.636,750,139,261,400,1150
322,733,803.318,755,161,261,422,1155
323,778,767,767,150,261,411,1189
324,755.5,761,761,155.5,261,416.5,1172
325,791.75,772,778,211,267,478,1194.5
326,828,767,761,150,261,411,1239
327,861,772,778,172.5,267,433.5,1189
328,894,778,772,195,261,456,1350
329,817,772,772,150,261,411,1228
330,756,778,783,172,266,438,1194
331,766,766,767,172,267,439,1205
332,784,778,778,166,267,433,1217
333,761,772,767,177,262,439,1200
334,811,767,766,133,261,394,1205
335,761,772,778,144,267,411,1172
336,733,773,767,184,261,445,1178
337,800,766,772,150,267,417,1217
338,767,767,761,150,261,411,1178
339,772,767,767,145,261,406,1178
340,761,766,766,150,261,411,1172
341,772,772,773,150,262,412,1184
342,762,762,761,150,261,411,1173
343,772,772,772,150,261,411,1183
344,772,766,767,144,262,406,1178
345,783,778,777,139,261,400,1183
346,778,784,784,145,261,406,1184
347,761,788,789,172,262,434,1195
348,800,789,788,161,261,422,1222
349,728,795,795,150,261,411,1217
350,889,800,800,139,261,400,1289
351,767,800,800,172,261,433,1200
352,816,816,817,172,262,434,1250
353,811,812,805,173,255,428,1239
354,828,800,806,145,261,406,1234
355,822,827,827,150,261,411,1233
356,761,823,823,212,261,473,1234
357,850,805,805,167,261,428,1278
358,828,811,817,150,267,417,1245
359,806,806,800,150,261,411,1217
360,794,800,794,156,255,411,1205
361,778,794,800,172,261,433,1211
362,739,806,800,161,255,419,1233
363,889,800,800,150,255,405,1294
364,811,800,806,139,261,400,1211
365,844.5,800,800,180.5,261,441.5,1200
366,878,800,800,226.25,261,484.75,1361
367,744,794,789,221.625,256,478.375,1272
368,850,795,794,217,255,472,1322
369,856,800,806,161,261,422,1278
370,905.5,800,800,155.5,261,405.5,1222
371,955,794,772,150,255.5,389,1344
372,745,795,806,200,250,450,1195
373,733,794,794,175,250,430.5,1244
374,900,789,800,150,261,411,1311
375,905.5,783,778,150,256,411,1189
376,911,800,805,150,261,411,1322
377,756,795,784,189,250,439,1195
378,822,789,800,156,261,417,1239
379,767,788,783,177,256,433,1200
380,839,795,794,133,255,388,1227
381,772,789,784,150,250,400,1172
382,786.5,778,778,141.5,250,391.5,1178
383,777,777,788,141.5,261,402.5,1179.5
384,752.5,784,778,173,255,428,1180.5
385,800,772,772,145,255,400,1200
386,745,783,784,183,256,439,1184
387,793.25,784,783,212.25,255,467.75,1222
388,841.5,783,783,183.625,255,439.375,1338
389,858.5,772,773,155,256,411,1269.5
390,887.75,783,783,147,256,402.5,1194
391,917,784,783,139,255,394,1311
392,772,783,784,150,256,406,1178
393,761,789,783,178,250,428,1189
394,797,783,789,164,256,420,1217
395,884.5,784,783,159.5,255,415.5,1203
396,972,777,778,155,256,411,1383
397,919,789,800,152.5,267,408.5,1211
398,866,789,778,150,256,406,1272
399,761,784,778,173,250,423,1184
400,795,783,788,161,255,416,1211
401,794,778,773,145,250,395,1189
402,772,783,783,156,250,406,1178
403,795,789,794,150,255,405,1200
404,839.5,772,762,161,245,413.5,1167
405,884,778,783,172,250,422,1306
406,875,772,778,172,256,425,1200
407,866,783,783,172,256,428,1294
408,789,778,778,161,256,417,1206
409,844.5,778,772,150,250,406,1189
410,900,783,789,139,256,395,1295
411,839,778,778,197.5,256,453.5,1173
412,778,778,789,197.5,267,464.5,1242.5
413,791.5,789,777,195,255,450,1241.5
414,845,794,795,144,256,400,1245
415,750,795,789,189,250,439,1189
416,728,794,800,181,256,433.5,1239
417,877,795,794,173,255,428,1305
418,874.5,788,783,161.5,250,416.5,1211
419,872,784,789,150,255,405,1277
420,745,789,795,194,261,455,1200
421,821,794,789,167,256,423,1244
422,812,789,789,144,256,400,1212
423,783,789,788,150,255,405,1188
424,778,800,795,172,250,422,1200
425,816,789,794,145,255,400,1216
426,784,789,789,150,255,405,1189
427,777,800,795,173,250,423,1200
428,789,800,805,184,255,439,1228
429,806,794,795,172,256,428,1234
430,794,806,800,184,250,434,1228
431,849.5,794,794,161.5,250,417,1228
432,905,789,800,139,261,400,1305
433,778,794,783,155,250,405,1183
434,778,778,784,155,256,411,1189
435,750,778,778,183,256,439,1189
436,811,778,777,150,255,405,1216
437,772,778,778,156,255,411,1183
438,780,777,778,153,256,409,1189
439,787,795,794,161,255,416,1203
440,794,800,806,167,261,428,1222
441,795,800,794,172,255,427,1222
442,805,805,806,172,256,428,1233
443,828,806,805,150,255,405,1233
444,778,805,806,177,256,433,1211
445,839,817,811,155,250,405,1244
446,794,811,811,172,250,422,1216
447,817,817,811,172,244,416,1233
448,755,811,823,186,256,436,1239
449,828,800,800,200,256,456,1284
450,833,811,811,178,256,434,1267
451,834,800,800,144,256,400,1234
452,805,811,811,150,256,406,1211
453,778,811,816,183,261,444,1222
454,839,806,795,150,250,400,1239
455,789,811,817,172,256,428,1217
456,800,811,811,183,256,439,1239
457,833,822,822,172,256,428,1261
458,806,823,822,189,255,444,1250
459,822,811,811,178,255,433,1255
460,828,816,817,166,256,422,1250
461,811,817,817,172,256,428,1239
462,822,817,816,167,255,422,1244
463,828,816,822,155,261,416,1244
464,805,823,817,173,255,428,1233
465,834,822,828,161,261,422,1256
466,839,828,822,150,255,405,1244
467,822,816,817,144,256,400,1222
468,828,822,822,138,256,394,1222
469,800,812,811,150,255,405,1205
470,858.5,822,817,169,250,424.5,1222
471,917,816,822,188,256,444,1361
472,794,823,817,217,250,467,1261
473,889,816,822,144,256,400,1289
474,783,817,822,178,261,439,1222
475,778,828,822,190.5,255,432,1261
476,847,822,789,203,255.5,425,1272
477,847,822,856,178,256,434,1281
478,906,817,822,133.5,261,392,1256
479,817,817,817,149.75,261,407,1167
480,739,816,811,166,256,422,1161
481,827,811,811,150,256,406,1233
482,811,806,800,145,250,395,1206
483,784,811,817,172,256,428,1212
484,822,811,811,161,256,417,1239
485,817,811,811,155,256,411,1228
486,805,817,822,167,261,428,1233
487,845,811,806,133,256,389,1234
488,800,822,822,155,256,411,1211
489,827,817,822,145,261,406,1233
490,886,817,817,147.5,261,405.5,1223
491,945,811,805,150,255,405,1350
492,755,822,822,217,255,472,1227
493,750,811,812,180.5,256,436,1284
494,945,811,811,144,256,400,1345
495,794,811,805,161,250,411,1205
496,822,806,806,145,250,395,1217
497,806,811,816,150,255,405,1211
498,813.5,811,812,147.5,256,403.5,1217
499,808.5,806,800,145,250,395,1203.5
500,778,800,805,167,255,422,1200
501,817,805,806,155,256,411,1228
502,772,795,794,178,255,433,1205
503,828,800,800,150,255,405,1233
504,780,794,795,164,256,420,1200
505,814,800,800,150,256,406,1220
506,822,806,811,134,261,395,1217
507,728,811,811,217,261,478,1206
508,867,805,794,155,250,405,1272
509,750,811,817,216,256,472,1222
510,839,800,800,177,256,433,1272
511,805,800,805,172,261,433,1238
512,817,817,812,172,256,428,1245
513,833,806,805,145,255,400,1233
514,797.5,811,806,158.5,250,408.5,1206
515,800,800,800,158.5,250,408.5,1208.5
516,789,789,805,158.5,266,424.5,1213.5
517,788,788,772,158.5,250,408.5,1196.5
518,814.5,795,800,139,255,394,1208.5
519,739,805,800,205,250,455,1194
520,850,795,800,150,255,405,1255
521,791.5,811,806,230.5,250,483,1211
522,733,800,800,220.75,250,474.5,1294
523,889,789,794,211,255,466,1355
524,850,794,795,155,256,411,1261
525,744,795,794,206,255,461,1205
526,850,789,789,145,255,400,1250
527,746.5,777,772,175.5,250,425.5,1172
528,835.75,778,784,161.25,256,414.25,1209.5
529,925,778,778,147,256,403,1328
530,775,767,766,139,255,394,1169
531,787.5,766,761,205,250,455,1155
532,800,767,767,172,250,422,1222
533,800,772,778,144,256,400,1200
534,844,772,761,158,245,413.5,1161
535,810.5,784,794,172,255,427,1183
536,777,778,778,173,255,428,1205
537,800,800,800,173,255,428,1228
538,878,805,800,211.5,250,467,1228
539,922.5,789,795,158.25,256,414,1145
540,967,822,822,171.125,256,426.5,1328
541,911.5,795,794,184,255,439,1155
542,856,811,811,139,255,394,1250
543,793.5,816,823,161.5,262,423.5,1217
544,900.5,817,816,100.25,261,359.25,1239.5
545,850,811,806,111.125,256,368.625,1145
546,728,811,811,122,256,378,1150.5
547,822,778,778,127.5,256,380.5,1156
548,756,811,805,133,250,383,1139
549,733,795,800,195,255,450,1183
550,845,789,789,139,255,394,1239
551,843.25,777,778,165.25,256,426.25,1172
552,841.5,789,800,191.5,267,458.5,1300
553,772,772,755,191.5,250,441.5,1213.5
554,767,767,778,191.5,261,452.5,1219.5
555,813.5,767,767,145,261,406,1219.5
556,761,766,761,150,256,406,1167
557,762,761,756,144,256,400,1162
558,753,755.5,761,147,261,408,1161
559,750,755.25,750,147,261,408,1158
560,752,752.625,750,150,256,406,1158
561,761,756.812,755,139,261,400,1161
562,761,761,761,139,261,400,1161
563,728,767,767,178,261,439,1167
564,783,761,756,156,256,412,1195
565,778,767,772,145,261,406,1184
566,778,772,766,139,255,394,1172
567,767,772,778,144,261,405,1172
568,766,778,778,156,261,417,1183
569,773,772,767,155,256,411,1184
570,777,767,772,145,261,406,1183
571,799.25,778,772,212,255,467,1178
572,821.5,788,972,178.5,312.5,544.5,1439
573,861.25,775,811,152.25,278.75,457.75,1323.5
574,901,775,794.5,126,245,371,1272
575,732,767,778,161,256,417,1149
576,863.5,783,789,120.75,262,454.25,1206
577,773,773,922,100.625,299.25,435.625,1264.5
578,551.75,575.5,612.25,114.312,280.125,417,992
579,678.875,665.75,684.125,128,261,389,1068.5
580,806,715.875,756,136,261,397,1145
581,783.5,766,766,144,261,405,1155.5
582,761,761,761,144,261,405,1166
583,728,767,767,183,261,444,1172
584,772,767,761,178,255,433,1205
585,867,783,784,141.5,256,397,1217
586,772,783,783,145.75,256,404,1183.5
587,739,784,789,150,261,411,1150
588,794.5,800,800,161.5,261,419.5,1211
589,850,800,794,173,255,428,1278
590,828,805,806,150,256,406,1234
591,767,795,794,178,255,433,1200
592,828,800,800,150,255,405,1233
593,794,794,800,150,261,411,1205
594,811,817,811,156,255,411,1222
595,817,811,811,150,255,405,1222
596,794,800,800,156,255,411,1205
597,823,817,823,150,261,411,1234
598,800,805,805,155,261,416,1216
599,800,817,811,172,255,427,1227
600,816,822,828,178,261,439,1255
601,839,839,833,178,255,433,1272
602,845,839,845,172,261,433,1278
603,850,833,833,155,261,416,1266
604,844,856,856,167,261,428,1272
605,861,844,844,150,261,411,1272
606,806,839,834,183,256,439,1245
607,877,850,855,156,261,417,1294
608,850,844,845,150,262,412,1262
609,817,845,844,178,261,439,1256
610,856,861,856,183,256,439,1295
611,855,850,855,178,261,439,1294
612,850,844,850,172,267,439,1289
613,850,862,856,184,261,445,1295
614,845,838,839,177,262,439,1284
615,861,856,855,172,261,433,1294
616,883,856,856,145,261,406,1289
617,822,844,844,167,261,428,1250
618,861,872,867,178,256,434,1295
619,884,856,861,150,261,411,1295
620,822,850,850,178,261,439,1261
621,872,872,872,178,261,439,1311
622,884,878,878,172,261,433,1317
623,866,866,867,172,262,434,1300
624,884,884,883,172,261,433,1317
625,900,878,878,150,261,411,1311
626,866,866,866,150,261,411,1277
627,878,878,878,150,261,411,1289
628,883,883,878,150,256,406,1289
629,856,861,861,155,256,411,1267
630,855,878,883,178,261,439,1294
631,878,878,878,178,261,439,1317
632,889,878,878,167,261,428,1317
633,861,878,872,184,255,439,1300
634,889,877,883,172,261,433,1322
635,872,873,873,173,261,434,1306
636,856,861,861,178,261,439,1295
637,872,872,866,178,255,433,1305
638,872,872,878,178,261,439,1311
639,861,867,861,184,255,439,1300
640,889,883,889,178,261,439,1328
641,878,878,878,178,261,439,1317
642,900,872,872,150,261,411,1311
643,833,856,856,173,261,434,1267
644,867,872,872,178,261,439,1306
645,906,878,878,150,261,411,1317
646,886.5,869.5,872.5,178,261,439,1311.5
647,867,861,867,172,267,439,1306
648,861,861,855,172,261,433,1294
649,845,856,850,183,255,438,1283
650,822,850,856,211,261,472,1294
651,878,844,844,177,261,438,1316
652,866,861,862,172,262,434,1300
653,856,856,855,172,261,433,1289
654,855,850,850,167,261,428,1283
655,856,844,845,155,262,417,1273
656,844,862,861,173,261,434,1278
657,889,866,866,150,261,411,1300
658,856,850,850,144,261,405,1261
659,844,867,861,167,255,422,1266
660,856,855,856,166,256,422,1278
661,839,856,861,183,261,444,1283
662,861,856,856,178,261,439,1300
663,855,861,855,184,255,439,1294
664,878,855,861,161,261,422,1300
665,839,856,850,178,255,433,1272
666,850,850,856,178,261,439,1289
667,844,844,844,178,261,439,1283
668,884,856,856,150,261,411,1295
669,828,839,833,161,255,416,1244
670,850,839,845,150,261,411,1261
671,827,833,833,156,261,417,1244
672,839,839,833,156,255,411,1250
673,870.75,833,845,193.25,267,454.25,1256
674,902.5,828,828,182.625,267,438.125,1400
675,967.75,930.5,933.5,172,250,422,1430.5
676,850.375,873.75,880.25,172,256,428,1342.75
677,733,817,827,144.5,266,400,1255
678,939,800,789,117,255,372,1311
679,876.75,794,784,186.5,245,431.5,1156
680,814.5,778,789,150,256,406,1220.5
681,772,778,777,156,255,411,1183
682,756,772,784,172,267,439,1195
683,778,772,761,166,256,422,1200
684,805,772,625,133,253,455.5,1178
685,812,773,698.5,159.5,250,448.75,1156
686,819,766,772,186,256,442,1261
687,814,767,772,139,261,400,1214
688,767,767,767,139,261,400,1167
689,761,761,755,139,255,394,1155
690,766,766,789,139,278,417,1183
691,905,778,761,114,261,381,1178
692,786,789,784,171,256,435,1389
693,862.5,806,811,127,261,389.5,1156
694,939,794,794,152,261,411.25,1283
695,728,822,817,177,256,433,1161
696,864,817,822,130,261,391,1255
697,833,833,833,130,261,391,1224
698,764,823,817,189,255,444,1208
699,877,822,833,134,266,400,1277
700,795,839,834,178,261,439,1234
701,767,816,822,166.5,267,427.5,1261
702,900,828,822,155,261,416,1316
703,744,833,834,183,262,444,1250
704,856,823,822,211,261,472,1328
705,883,827,691.5,155,261,513.5,1280.5
706,919,817,754.25,155.5,261,465.25,1233
707,955,817,817,156,261,417,1372
708,822,811,811,145,261,406,1228
709,789,822,817,178,256,434,1223
710,828,811,816,161,261,422,1250
711,817,822,823,166,262,428,1245
712,839,817,811,144,256,400,1239
713,827,833,839,150,262,412,1239
714,762,823,805,211,244,455,1217
715,894,822,833,139,255,394,1288
716,861,822,828,205.5,261,461,1222
717,828,811,806,194.25,256,452.5,1356
718,906,817,822,183,261,444,1350
719,844,817,817,156,261,417,1261
720,817,805,805,144,261,405,1222
721,800,817,817,161,261,422,1222
722,777,811,811,195,261,456,1233
723,823,800,800,172,261,433,1256
724,777,811,806,206,256,462,1239
725,806,794,800,194,262,456,1262
726,794,800,794,200,256,456,1250
727,839,789,794,150,261,411,1250
728,806,811,812,155,262,417,1223
729,789,812,805,178,255,433,1222
730,861,805,806,169.5,256,427.5,1239
731,933,811,816,161,261,422,1355
732,806,822,817,177,256,433,1239
733,739,823,822,172,255,427.5,1255
734,916,822,822,167,255,422,1338
735,839,811,812,139,256,395,1234
736,778,822,822,183,256,439,1217
737,855,822,828,150,262,412,1267
738,795,828,822,183,256,439,1234
739,872,828,833,139,261,400,1272
740,750,828,822,217,255,472,1222
741,895,828,828,150,255,405,1300
742,827,822,828,145,261,406,1233
743,761,811,805,195,255,450,1211
744,867,822,817,150,250,400,1267
745,847,817,822,200,255,453,1222
746,827,816,817,141.5,256,393,1333
747,973,806,800,206.75,250,457.5,1306
748,972.5,800,800,153.375,250,409.25,1319.5
749,972,800,811,169.688,261,425.625,1333
750,880.5,800,795,186,256,442,1156
751,789,789,800,186,267,453,1242
752,803,794,772,177,245,422,1225
753,805,789,805,161,261,422,1227
754,778,789,789,172,261,433,1211
755,800.5,795,795,166.5,261,427.5,1228
756,794,794,800,166.5,267,433.5,1227.5
757,777.5,794,783,183,256,439,1216.5
758,733,795,794,198.5,255,454,1233
759,820,789,789,214,255,469,1289
760,800,800,800,214,255,469,1269
761,789,789,806,214,272,469.5,1275
762,794,794,778,214,256,470,1264
763,814,789,789,189,256,445,1259
764,761,789,788,217,255,472,1233
765,806,789,778,200,244,444,1250
766,864.5,783,795,163.5,256,410.5,1239
767,923,783,777,127,250,377,1300
768,739,784,789,172,255,427,1166
769,780.5,783,784,197,256,449.5,1211
770,822,783,777,240,250,472,1294
771,855.5,778,784,206,256,450,1256
772,889,778,778,172,256,428,1317
773,794,772,777,150,261,411,1205
774,784,778,773,144,256,400,1184
775,777,778,777,145,255,400,1177
776,778.5,778,784,144.5,261,405.5,1184
777,771.5,777,772,150,256,406,1177.5
