b,PPn,RRn,TTn,PR,RT,PT,TPn
81,890.7,784.75,787.5,123.3,350,484.3,1375
82,870.4,775.375,771.25,135.6,361,496.6,1367
83,790.6,762.688,766.625,111,350,461,1295
84,778.8,756.344,752.312,133,362,495,1264
85,767,747.672,743.156,116,350,466,1232
86,758.5,743.336,743.578,147,345,534,1255
87,746.25,738.668,741.289,162.5,350,528,1261
88,773.125,738.334,734.645,139.25,355,533,1261
89,800,736.167,733.822,116,345,461,1227.5
90,772.5,737.583,733.911,117,344,461,1211.25
91,752.75,735.292,735.956,111,339,450,1199.625
92,712.375,734.146,734.978,111,344,455,1194.312
93,750.688,734.073,731.489,114,345,517,1219.656
94,789,733.536,734.744,117,339,456,1206.828
95,728,736.268,736.872,111,344,455,1200.414
96,775,743.134,740.936,111,344,527,1236.207
97,822,757.567,756.468,111,339,450,1229.104
98,897,831.784,836.734,108.5,339,511,1328.552
99,972,906,917,106,350,456,1428
100,1161,1166,1177,111,361,472,1633
101,930.4,956,950,136.6,355,491.6,1422
102,880.6,855,850,111,350,461,1341.6
103,873,867,873,105,356,461,1334
104,866,867,866,106,355,461,1327
105,856,861,856,111,350,461,1317
106,855,855,855,111,350,461,1316
107,995,995,1000,111,355,466,1461
108,1005,1017,1017,123,355,478,1483
109,917,1011,1022,117,366,478,1500
110,1278,1172,1173,111,367,478,1756
111,1178,1178,1183,111,372,483,1661
112,1066,1133,1128,108,367,545,1611
113,1256,1183,1183,105,367,472,1728
114,1189,1195,1200,111,372,483,1672
115,1150,1144,1144,105,372,477,1627
116,1166,1172,1167,111,367,478,1644
117,1173,1173,1178,111,372,483,1656
118,1155,1150,1150,106,372,478,1633
119,1183,1183,1183,106,372,478,1661
120,1200,1200,1206,106,378,484,1684
121,1173,1172,1166,105,372,477,1650
122,1155,1239,1245,141,378,516,1722
123,1234,1222,1222,187.5,378,555,1789
124,1066,1123,1117,149.25,372,522,1672
125,1300,1177,1183,111,378,489,1789
126,1161,1161,1156,111,373,484,1645
127,1095,1089,1089,105,373,478,1573
128,1178,1178,1183,105,378,483,1661
129,1194,1206,1200,117,372,489,1683
130,989,1100,1100,117,372,486,1589
131,1161,1050,1044,117,366,483,1644
132,944,1039,1039,114,366,480,1522
133,1112,1011,1011,111,366,477,1589
134,911,1039,1045,114,372,485.5,1522
135,1272,1150,1155,117,377,494,1766
136,1194,1188,1184,111,373,484,1678
137,1261,1267,1266,117,372,489,1750
138,1234,1228,1234,111,378,489,1723
139,1189,1189,1189,111,378,489,1678
140,1216,1216,1216,111,378,489,1705
141,1167,1228,1228,111,378,550,1717
142,1267,1206,1200,111,372,483,1750
143,1216,1211,1217,106,378,484,1700
144,1200,1200,1205,106,383,489,1689
145,1100,1167,1161,108.5,377,550,1650
146,1273,1211,1211,111,377,488,1761
147,1138,1205,1212,111,384,486,1700
148,1228,1161,1150,111,373,484,1712
149,1222,1223,1233,112,383,495,1717
150,1217,1216,1217,111,384,495,1712
151,1167,1167,1166,111,383,494,1661
152,1205,1205,1206,111,384,495,1700
153,1239,1239,1239,111,384,495,1734
154,1211,1211,1211,111,384,495,1706
155,1217,1217,1211,111,378,489,1706
156,1244,1245,1250,112,383,495,1739
157,1150,1216,1217,117,384,497.5,1712
158,1323,1267,1261,122,378,500,1823
159,1283,1272,1277,111,383,494,1777
160,1233,1233,1234,111,384,495,1728
161,1195,1195,1189,111,378,489,1684
162,1155,1161,1161,117,378,495,1650
163,1084,1078,1083,111,383,494,1578
164,861,1022,1017,208,378,588.5,1511
165,989,1022,1022,159.5,378,538.75,1672
166,1216,1022,1022,111,378,489,1705
167,1061,1067,1061,117,372,489,1550
168,1123,1122,1128,116,378,494,1617
169,1166,1161,1167,111,384,495,1661
170,1250,1256,1255,117,383,500,1750
171,1267,1261,1261,111,383,494,1761
172,1050,1222,1217,114,378,497,1711
173,1147.5,1267,1272,117,383,500,1725
174,1245,1239,1239,111,383,494,1739
175,1211,1211,1206,111,378,489,1700
176,1244,1250,1261,117,389,506,1750
177,1250,1250,1244,117,383,500,1750
178,1073,1189,1195,117,389,500,1695
179,1377,1261,1255,117,383,500,1877
180,1239,1239,1239,117,383,500,1739
181,1189,1183,1189,111,389,500,1689
182,1211,1217,1211,117,383,500,1711
183,1139,1200,1200,114,383,497,1700
184,1239,1172,1172,111,383,494,1733
185,1206,1211,1212,116,384,500,1706
186,1183,1189,1188,122,383,505,1688
187,955,1156,1156,119.5,383,502.5,1661
188,1395,1189,1189,117,383,500,1895
189,1200,1194,1194,111,383,494,1694
190,1005,1189,1189,116.5,383,500,1683
191,1367,1194,1195,122,384,506,1873
192,1161,1161,1166,122,389,511,1672
193,1161,1212,1206,122,383,556,1717
194,1317,1266,1267,122,384,506,1823
195,1250,1239,1238,111,383,494,1744
196,1050,1167,1167,114,383,497,1661
197,1311,1200,1200,117,383,500,1811
198,1189,1194,1200,122,389,511,1700
199,1183,1178,1172,117,383,500,1683
200,1206,1200,1200,111,383,494,1700
201,1244,1256,1256,123,383,506,1750
202,1217,1211,1211,117,383,500,1717
203,1194,1194,1194,117,383,500,1694
204,1195,1195,1195,117,383,500,1695
205,1183,1177,1183,111,389,500,1683
206,1134,1139,1134,116,384,500,1634
207,1127,1189,1183,113.5,378,556,1683
208,1228,1161,1167,111,384,495,1723
209,1156,1156,1155,111,383,494,1650
210,1077,1200,1200,183.5,383,569.5,1694
211,1150,1172,1178,150.25,389,534.75,1795
212,1300,1161,1155,117,383,500,1800
213,1200,1200,1200,117,383,500,1700
214,1212,1217,1217,122,383,505,1717
215,1144,1194,1200,125,389,511,1705
216,1300,1256,1256,128,389,517,1817
217,1250,1239,1233,117,383,500,1750
218,1183,1177,1183,111,389,500,1683
219,1173,1189,1184,127,384,511,1684
220,1205,1189,1194,111,389,500,1705
221,1150,1156,1150,117,383,500,1650
222,1161,1161,1161,117,383,500,1661
223,1150,1150,1150,117,383,500,1650
224,1156,1150,1150,111,383,494,1650
225,1155,1228,1234,111,389,497,1728
226,1273,1200,1200,111,389,500,1773
227,1161,1161,1161,111,389,500,1661
228,1194,1200,1194,117,383,500,1694
229,1211,1211,1217,117,389,506,1717
230,1161,1155,1150,111,384,495,1656
231,1095,1217,1222,119,389,500,1717
232,1328,1222,1211,127,378,505,1833
233,1183,1173,1183,117,388,505,1688
234,1228,1227,1223,116,384,500,1728
235,1208.5,1211,1206,111,389,500,1708.5
236,1189,1195,1189,117,383,500,1689
237,1228,1228,1228,117,383,500,1728
238,1222,1222,1222,117,383,500,1722
239,1139,1139,1145,117,389,506,1645
240,1167,1172,1172,122,389,511,1678
241,1133,1189,1189,116.5,389,505.5,1700
242,1189,1122,1122,111,389,500,1689
243,1172,1172,1172,111,389,500,1672
244,1206,1206,1206,111,389,500,1706
245,1205,1211,1205,117,383,500,1705
246,1317,1322,1328,122,389,511,1828
247,1283,1272,1272,111,389,500,1783
248,1184,1195,1195,122,389,511,1695
249,1238,1233,1233,117,389,506,1744
250,1250,1250,1250,117,389,506,1756
251,1189,1195,1194,123,388,511,1700
252,1028,1222,1223,125.5,389,511,1734
253,1389,1200,1194,128,383,511,1900
254,1189,1183,1183,122,383,505,1694
255,1228,1222,1228,116,389,505,1733
256,1194,1189,1189,111,389,500,1694
257,1211,1217,1217,117,389,506,1717
258,1245,1244,1250,116,395,511,1756
259,1205,1206,1200,117,389,506,1711
260,1117,1111,1111,111,389,500,1617
261,978,1106,1100,116.5,383,505.5,1600
262,1183,1066,1072,122,389,511,1694
263,1072,1067,1061,117,383,500,1572
264,1189,1194,1195,122,384,506,1695
265,1233,1228,1233,117,389,506,1739
266,1078,1211,1211,164,389,553,1717
267,1267,1228,1228,215,389,604,1867
268,1167,1222,1222,166,389,555,1822
269,1327,1178,1178,117,389,506,1833
270,1173,1172,1172,116,389,505,1678
271,1183,1184,1183,117,388,505,1688
272,1183,1177,1178,111,389,500,1683
273,1161,1161,1161,111,389,500,1661
274,1195,1206,1206,122,389,511,1706
275,1239,1228,1228,111,389,500,1739
276,1100,1194,1194,114,389,503,1694
277,1283,1195,1195,117,389,506,1789
278,1133,1150,1144,134,383,517,1650
279,1100,1077,1078,111,384,495,1595
280,1123,1134,1133,122,383,505,1628
281,1144,1150,1150,128,383,511,1655
282,1172,1161,1161,117,383,500,1672
283,1234,1239,1245,122,389,511,1745
284,1255,1255,1255,122,389,511,1766
285,1228,1217,1217,111,389,500,1728
286,1228,1239,1239,122,389,511,1739
287,1244,1239,1239,117,389,506,1750
288,978,1200,1200,122,389,511,1706
289,1428,1216,1216,127,389,516,1733.5
290,1255,1245,1245,117,389,506,1761
291,1056,1205,1205,111,389,500,1711
292,1350,1189,1189,105,389,494,1844
293,1200,1217,1217,122,389,511,1711
294,1228,1222,1222,116,389,505,1733
295,1161,1161,1156,116,384,500,1661
296,1172,1184,1189,128,389,517,1689
297,1200,1189,1188,117,388,505,1705
298,1150,1144,1145,111,389,500,1650
299,917,1061,1055,119.5,383,505.5,1555
300,1144,1017,1017,128,383,511,1655
301,983,983,978,128,378,506,1489
302,878,961,967,131,384,509,1473
303,1083,1006,1000,134,378,512,1595
304,1106,1100,1100,128,378,506,1612
305,1133,1122,1127,117,383,500,1633
306,1200,1211,1211,128,383,511,1711
307,1234,1228,1228,122,383,505,1739
308,1089,1200,1206,124.5,389,508,1711
309,1311,1205,1200,127,384,511,1822
310,1111,1206,1211,119,389,503,1722
311,1283,1172,1167,111,384,495,1778
312,1178,1189,1194,122,389,511,1689
313,1200,1195,1194,117,388,505,1705
314,1178,1172,1167,111,383,494,1672
315,1150,1150,1156,111,389,500,1650
316,1189,1200,1200,122,389,511,1700
317,1155,1211,1211,116.5,389,505.5,1722
318,1239,1172,1172,111,389,500,1739
319,1222,1228,1228,117,389,506,1728
320,1222,1217,1216,112,388,500,1722
321,1184,1188,1184,116,384,500,1684
322,1222,1228,1228,122,384,506,1728
323,1211,1211,1216,122,389,511,1722
324,1122,1117,1111,117,383,500,1622
325,1128,1133,1134,122,384,506,1634
326,1133,1189,1194,116.5,389,503,1700
327,1289,1222,1222,111,389,500,1789
328,1228,1234,1234,117,389,506,1734
329,1128,1255,1255,116.5,389,505.5,1761
330,1378,1250,1250,116,389,505,1883
331,1183,1178,1178,111,389,500,1683
332,1194,1211,1211,128,389,517,1711
333,1184,1172,1167,116,384,500,1684
334,1150,1150,1155,116,389,505,1655
335,1189,1195,1189,122,383,505,1694
336,1194,1189,1189,117,383,500,1694
337,1139,1139,1145,117,389,506,1645
338,1194,1194,1194,117,389,506,1700
339,1195,1200,1194,122,383,505,1700
340,1139,1128,1134,111,389,500,1639
341,1133,1144,1139,122,384,506,1639
342,1183,1178,1177,117,383,500,1683
343,1100,1167,1167,120,383,503,1667
344,1289,1228,1228,123,383,506,1795
345,1228,1233,1239,128,389,517,1745
346,1233,1217,1216,112,388,500,1733
347,1200,1205,1200,117,383,500,1700
348,1206,1211,1217,122,389,511,1717
349,1206,1200,1200,116,389,505,1711
350,1150,1150,1150,116,389,505,1655
351,1033,1195,1195,191,389,580,1700
352,1217,1205,1205,181.5,389,570.5,1872
353,1266,1172,1172,199.25,389,588.25,1827
354,1161,1206,1206,155.125,389,544.125,1767
355,1345,1239,1239,111,389,500,1845
356,1166,1178,1172,123,383,506,1672
357,1223,1222,1228,122,389,511,1734
358,1200,1200,1194,122,383,505,1705
359,1105,1094,1095,111,384,495,1600
360,1095,1111,1111,127,384,511,1606
361,1122,1117,1116,122,383,505,1627
362,1144,1139,1139,117,383,500,1644
363,989,1178,1184,117,389,503,1684
364,1361,1172,1172,117,389,506,1867
365,1134,1133,1128,116,384,500,1634
366,1177,1173,1177,112,388,500,1677
367,1195,1200,1200,117,388,505,1700
368,1155,1150,1145,112,383,495,1650
369,1167,1177,1183,122,389,511,1678
370,1150,1150,1145,122,384,506,1656
371,1139,1134,1139,117,389,506,1645
372,1200,1194,1188,111,383,494,1694
373,1200,1200,1206,111,389,500,1700
374,1167,1183,1178,127,384,511,1678
375,1211,1195,1200,111,389,500,1711
376,1189,1205,1205,127,389,516,1705
377,1177,1178,1173,128,384,512,1689
378,1156,1156,1155,128,383,511,1667
379,1200,1189,1195,117,389,506,1706
380,1178,1183,1183,122,389,511,1689
381,1166,1156,1155,112,388,500,1666
382,1106,1105,1106,111,389,500,1606
383,1067,1078,1078,122,389,511,1578
384,1072,1078,1072,128,383,511,1583
385,1044,1039,1033,123,377,500,1544
386,1056,1055,1061,122,383,505,1561
387,1139,1139,1139,122,383,505,1644
388,1133,1128,1128,117,383,500,1633
389,1111,1122,1122,128,383,511,1622
390,1206,1194,1200,116,389,505,1711
391,1111,1223,1217,113.5,383,502.5,1722
392,1289,1172,1178,111,389,500,1789
393,1100,1200,1194,114,383,503,1694
394,1283,1189,1195,117,389,506,1789
395,950,1161,1155,122,383,508.5,1661
396,1406,1205,1206,127,384,511,1917
397,1211,1206,1211,122,389,511,1722
398,1172,1167,1167,117,389,506,1678
399,1194,1194,1188,117,383,500,1694
400,1195,1206,1212,128,389,517,1712
401,1211,1200,1194,117,383,500,1711
402,1144,1139,1139,112,383,495,1639
403,1173,1177,1183,116,389,505,1678
404,1211,1211,1206,116,384,500,1711
405,1200,1195,1200,111,389,500,1700
406,1233,1239,1239,117,389,506,1739
407,1178,1178,1172,117,383,500,1678
408,1044,1144,1150,119.5,389,503,1650
409,1267,1172,1167,122,384,506,1773
410,1161,1161,1161,122,384,506,1667
411,1156,1145,1150,111,389,500,1656
412,1150,1222,1216,116.5,383,503,1716
413,1255,1194,1195,122,384,506,1761
414,1161,1156,1155,117,383,500,1661
415,1184,1183,1184,116,384,500,1684
416,1183,1184,1189,117,389,506,1689
417,1139,1139,1133,117,383,500,1639
418,1167,1177,1183,127,389,516,1683
419,1205,1189,1189,111,389,500,1705
420,1139,1139,1133,111,383,494,1633
421,1094,1117,1117,134,383,517,1611
422,1145,1128,1128,117,383,500,1645
423,1044,1116,1122,119.5,389,502.5,1622
424,1223,1156,1150,122,383,505,1728
425,1205,1205,1206,122,384,506,1711
426,1228,1223,1222,117,383,500,1728
427,1194,1194,1194,117,383,500,1694
428,1200,1200,1206,117,389,506,1706
429,1178,1178,1172,117,383,500,1678
430,1089,1144,1150,117,389,503,1650
431,1233,1178,1178,117,389,506,1739
432,1178,1178,1172,117,383,500,1678
433,1139,1133,1139,111,389,500,1639
434,1167,1178,1172,122,383,505,1672
435,1172,1178,1184,128,389,517,1689
436,1128,1127,1122,127,384,511,1639
437,1155,1156,1161,128,389,517,1672
438,1128,1122,1122,122,389,511,1639
439,1083,1078,1067,117,378,495,1578
440,1084,1089,1094,122,383,505,1589
441,1122,1133,1134,133,384,517,1639
442,1022,1145,1144,125,383,508.5,1661
443,1350,1211,1211,117,383,500,1850
444,1117,1216,1222,119.5,389,503,1722
445,1244,1150,1145,122,384,506,1750
446,1150,1150,1150,122,384,506,1656
447,1028,1139,1139,125,384,508.5,1645
448,1228,1123,1122,128,383,511,1739
449,1128,1116,1117,116,384,500,1628
450,1150,1156,1155,122,383,505,1655
451,1172,1166,1167,116,384,500,1672
452,1133,1128,1128,111,384,495,1628
453,1195,1206,1205,122,383,505,1700
454,1211,1211,1217,122,389,511,1722
455,1100,1105,1100,127,384,511,1611
456,1111,1117,1116,133,383,516,1627
457,1186.5,1133.5,1133,127.5,383,510.5,1697
458,1262,1150,1150,122,383,505,1767
459,1194,1194,1195,122,384,506,1700
460,1183,1178,1177,117,383,500,1683
461,1200,1206,1206,123,383,506,1706
462,1211,1216,1222,128,389,517,1728
463,1189,1184,1178,123,383,506,1695
464,1173,1166,1172,116,389,505,1678
465,1161,1161,1150,116,378,494,1655
466,1116,1111,1122,111,389,500,1616
467,1139,1145,1139,117,383,500,1639
468,1139,1144,1139,122,378,500,1639
469,1083,1078,1078,117,378,495,1578
470,1023,1156,1155,119.5,377,500.5,1650
471,1383,1255,1262,122,384,506,1889
472,1206,1195,1194,111,383,494,1700
473,1244,1255,1256,122,384,506,1750
474,1233,1234,1233,123,383,506,1739
475,1239,1233,1233,117,383,500,1739
476,1250,1250,1250,117,383,500,1750
477,1261,1267,1272,123,388,511,1772
478,1239,1227,1223,111,384,495,1734
479,1184,1189,1194,116,389,505,1689
480,1172,1172,1172,116,389,505,1677
481,1105,1106,1100,117,383,500,1605
482,1034,1039,1039,122,383,505,1539
483,877,983,984,127.5,384,508,1489
484,1062,967,961,133,378,511,1573
485,833,961,955,194.5,372,569.5,1466
486,961,956,956,238.75,372,615.25,1589
487,967,994,1000,236.375,378,613.125,1628
488,1055,1006,1005,251.688,377,629.062,1666
489,950,983,984,192.844,378,570.031,1595
490,1150,1017,1016,134,377,511,1661
491,1011,1011,1011,134,377,511,1522
492,850,1016,1017,181,378,555.5,1528
493,1095,1023,1017,157.5,372,533.25,1695
494,1205,1111,1116,134,377,511,1716
495,1178,1172,1178,128,383,511,1689
496,1172,1172,1172,128,383,511,1683
497,1195,1183,1178,116,378,494,1689
498,1233,1234,1239,117,383,500,1733
499,1245,1255,1256,127,384,511,1756
500,1205,1195,1194,117,383,500,1705
501,1245,1255,1256,127,384,511,1756
502,1100,1200,1200,119.5,384,503,1711
503,1288,1173,1172,112,383,495,1783
504,1195,1194,1200,111,389,500,1695
505,1211,1222,1217,122,384,506,1717
506,1206,1195,1194,111,383,494,1700
507,1183,1194,1194,122,383,505,1688
508,1189,1189,1195,122,389,511,1700
509,1055,1161,1150,116.5,378,505.5,1661
510,1267,1150,1161,111,389,500,1767
511,1183,1200,1194,128,383,511,1694
512,1178,1178,1178,128,383,511,1689
513,1167,1150,1150,111,383,494,1661
514,1183,1189,1189,117,383,500,1683
515,1183,1183,1183,117,383,500,1683
516,1095,1100,1095,122,378,500,1595
517,1133,1128,1128,117,378,495,1628
518,1184,1183,1183,116,378,494,1678
519,994,1172,1178,113.5,384,494,1672
520,1378,1195,1194,111,383,494,1872
521,1200,1200,1206,111,389,500,1700
522,1189,1194,1189,116,384,500,1689
523,1000,1128,1133,116,389,500,1633
524,1300,1172,1167,116,384,500,1800
525,1227,1228,1227,117,383,500,1727
526,1256,1256,1256,117,383,500,1756
527,1250,1250,1256,117,389,506,1756
528,1272,1277,1272,122,384,506,1778
529,1234,1223,1228,111,389,500,1734
530,1211,1211,1211,111,389,500,1711
531,1216,1233,1227,128,383,511,1727
532,1234,1222,1228,116,389,505,1739
533,1216,1211,1211,111,389,500,1716
534,1256,1262,1261,117,388,505,1761
535,1261,1255,1256,111,389,500,1761
536,1217,1217,1217,111,389,500,1717
537,1222,1233,1233,122,389,511,1733
538,1100,1106,1100,128,383,511,1611
539,889,1022,1022,130.5,383,511,1533
540,1111,983,978,133,378,511,1622
541,978,978,978,133,378,511,1489
542,855,956,955,133,377,508,1466
543,1045,944,939,133,372,505,1550
544,983,983,984,133,373,506,1489
545,1000,995,994,128,372,500,1500
546,1028,1016,1017,116,373,489,1517
547,978,995,1000,133,378,511,1489
548,1000,994,989,127,373,500,1500
549,883,995,994,130,372,505.5,1494
550,1139,1033,1039,133,378,511,1650
551,1078,1078,1078,133,378,511,1589
552,1116,1111,1111,128,378,506,1622
553,1134,1128,1133,122,383,505,1639
554,1183,1178,1178,117,383,500,1683
555,1183,1194,1194,128,383,511,1694
556,1189,1178,1178,117,383,500,1689
557,1239,1239,1239,117,383,500,1739
558,1172,1250,1250,122.5,383,505.5,1750
559,1211,1144,1144,128,383,511,1722
560,1061,1061,1062,128,384,512,1573
561,917,1028,1022,125.5,378,506,1534
562,1133,1017,1016,123,377,500,1633
563,1006,1011,1006,128,372,500,1506
564,1017,1016,1017,127,373,500,1517
565,866,984,989,194,378,566.5,1489
566,1006,1022,1016,161,372,533.25,1639
567,1183,1050,1050,128,372,500,1683
568,1100,1089,1095,117,378,495,1595
569,1150,1161,1161,128,378,506,1656
570,1156,1144,1144,116,378,494,1650
571,1166,1178,1178,128,378,506,1672
572,1212,1206,1206,122,378,500,1712
573,1211,1200,1200,111,378,489,1700
574,1183,1189,1188,117,377,494,1677
575,1178,1183,1184,122,378,500,1678
576,1139,1144,1144,127,378,505,1644
577,1155,1145,1150,117,383,500,1655
578,1145,1144,1145,116,384,500,1645
579,1144,1145,1144,117,383,500,1644
580,1156,1166,1167,127,384,511,1667
581,1155,1156,1150,128,378,506,1661
582,1128,1117,1116,117,377,494,1622
583,1172,1166,1173,111,384,495,1667
584,1150,1156,1155,117,383,500,1650
585,1084,1083,1072,116,372,488,1572
586,1066,1078,1084,128,378,506,1572
587,1156,1144,1150,116,384,500,1656
588,1166,1173,1166,123,377,500,1666
589,1234,1233,1239,122,383,505,1739
590,1244,1233,1228,111,378,489,1733
591,1222,1234,1233,123,377,500,1722
592,1139,1255,1262,189.5,384,569.5,1762
593,1217,1234,1233,153.25,383,534.75,1856
594,1350,1211,1211,117,383,500,1850
595,1239,1239,1244,117,388,505,1744
596,1239,1238,1234,116,384,500,1739
597,1189,1189,1189,116,384,500,1689
598,1222,1223,1227,117,388,505,1727
599,1228,1233,1234,122,389,511,1739
600,1200,1205,1200,127,384,511,1711
601,1077,1173,1178,127,389,511,1689
602,1273,1177,1172,127,384,511,1784
603,1066,1162,1161,127.5,383,511.5,1672
604,1261,1166,1167,128,384,512,1773
605,1173,1161,1161,116,384,500,1673
606,1100,1111,1105,127,378,505,1605
607,1061,1062,1061,128,377,505,1566
608,1133,1133,1139,128,383,511,1644
609,1161,1167,1167,134,383,517,1678
610,1217,1194,1194,111,383,494,1711
611,1250,1261,1261,122,383,505,1755
612,1217,1211,1212,116,384,500,1717
613,1200,1206,1211,122,389,511,1711
614,1205,1211,1211,128,389,517,1722
615,1195,1178,1178,111,389,500,1695
616,1155,1161,1155,117,383,500,1655
617,1167,1178,1178,128,383,511,1678
618,1172,1166,1167,122,384,506,1678
619,1172,1172,1172,122,384,506,1678
620,1167,1167,1166,122,383,505,1672
621,1161,1150,1150,111,383,494,1655
622,1117,1128,1128,122,383,505,1622
623,1155,1161,1161,128,383,511,1666
624,1156,1156,1156,128,383,511,1667
625,1150,1144,1144,122,383,505,1655
626,1194,1194,1195,122,384,506,1700
627,995,1178,1183,119,389,505.5,1689
628,1350,1161,1161,116,389,505,1855
629,1155,1167,1167,128,389,517,1672
630,1034,1150,1144,205.5,383,591.5,1661
631,1061,1100,1100,163.75,383,545.75,1727
632,1294,1133,1128,122,378,500,1794
633,1028,1173,1178,116.5,383,497,1678
634,1339,1183,1183,111,383,494,1833
635,1233,1239,1239,117,383,500,1733
636,1200,1211,1211,128,383,511,1711
637,1156,1155,1156,127,384,511,1667
638,1189,1178,1183,116,389,505,1694
639,1005,1167,1167,119.5,389,505.5,1672
640,1222,1067,1061,123,383,506,1728
641,1023,1027,1028,127,384,511,1534
642,1050,1056,1050,133,378,511,1561
643,1083,1078,1083,128,383,511,1594
644,967,1055,1056,130.5,384,511,1567
645,1122,1039,1033,133,378,511,1633
646,1055,1056,1055,134,377,511,1566
647,1084,1077,1078,127,378,505,1589
648,1083,1073,1078,117,383,500,1583
649,1061,1077,1072,133,378,511,1572
650,1050,1045,1045,128,378,506,1556
651,1028,1028,1027,128,377,505,1533
652,1028,1027,1028,127,378,505,1533
653,922,1023,1022,127.5,377,505.5,1527
654,1105,1005,1006,128,378,506,1611
655,1028,1028,1028,128,378,506,1534
656,1017,1017,1011,128,372,500,1517
657,1011,1011,1022,128,383,511,1522
658,1028,1028,1022,128,377,505,1533
659,1005,1005,1000,128,372,500,1505
660,895,1000,1000,128,372,503,1500
661,1155,1050,1056,128,378,506,1661
662,934,1072,1067,194.5,373,570,1573
663,1055,1050,1050,160.75,373,537.5,1689
664,1234,1100,1105,127,378,505,1739
665,1105,1106,1106,128,378,506,1611
666,900,1067,1066,130.5,377,505.5,1572
667,1228,1066,1061,133,372,505,1733
668,1061,1056,1062,128,378,506,1567
669,1050,1050,1050,128,378,506,1556
670,939,1061,1061,125,378,503,1567
671,1183,1055,1055,122,378,500,1683
672,1034,1045,1039,133,372,505,1539
673,1055,1050,1050,128,372,500,1555
674,1045,1044,1050,127,378,505,1550
675,1044,1045,1039,128,372,500,1544
676,1039,1044,1050,133,378,511,1550
677,1055,1050,1044,128,372,500,1555
678,1062,1056,1056,122,372,494,1556
679,1050,1055,1061,127,378,505,1555
680,1066,1061,1061,122,378,500,1566
681,1045,1050,1050,127,378,505,1550
682,1050,1056,1050,133,372,505,1555
683,922,1033,1039,130,378,502.5,1544
684,1167,1050,1045,127,373,500,1667
685,1044,1039,1038,122,372,494,1538
686,833,995,995,180.5,372,552.5,1489
